type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
W,2019-04-07 10:19:37,51.86567377,6.03625870,4,59.000,,0.321,303,8,24,,Thuis
W,2019-04-07 10:34:59,51.86058113,6.03991011,3,58.000,,0.000,,13,23,,Manon
T,2019-04-07 10:19:12,51.86564945,6.03628291,3,58.000,,0.000,,8,24,20190407-121912,GPS Logger: 20190407-121912
T,2019-04-07 10:19:13,51.86564917,6.03628302,3,58.000,,0.000,,8,24,,
T,2019-04-07 10:19:14,51.86564905,6.03628293,3,58.000,,0.000,,8,23,,
T,2019-04-07 10:19:15,51.86564903,6.03628283,3,58.000,,0.000,,9,24,,
T,2019-04-07 10:19:16,51.86565004,6.03627955,3,58.000,,0.361,274,9,24,,
T,2019-04-07 10:19:17,51.86565379,6.03626620,3,58.000,,0.796,303,9,24,,
T,2019-04-07 10:19:18,51.86566181,6.03625492,3,58.000,,1.090,303,8,24,,
T,2019-04-07 10:19:19,51.86566633,6.03625357,3,58.000,,0.722,303,9,23,,
T,2019-04-07 10:19:20,51.86566797,6.03627022,3,58.000,,0.991,303,9,23,,
T,2019-04-07 10:19:21,51.86566904,6.03626874,3,58.000,,0.000,,9,23,,
T,2019-04-07 10:19:22,51.86566970,6.03626873,3,58.000,,0.000,,9,24,,
T,2019-04-07 10:19:23,51.86567010,6.03626921,3,59.000,,0.000,,9,24,,
T,2019-04-07 10:19:24,51.86567000,6.03626970,3,59.000,,0.000,,9,24,,
T,2019-04-07 10:19:25,51.86567077,6.03627010,3,59.000,,0.000,,9,24,,
T,2019-04-07 10:19:26,51.86567135,6.03627216,3,59.000,,0.000,,9,24,,
T,2019-04-07 10:19:27,51.86567232,6.03627320,3,59.000,,0.000,,8,24,,
T,2019-04-07 10:19:28,51.86567374,6.03627376,3,60.000,,0.000,,8,24,,
T,2019-04-07 10:19:29,51.86567425,6.03627340,3,59.000,,0.000,,8,24,,
T,2019-04-07 10:19:30,51.86567372,6.03627421,3,59.000,,0.000,,8,24,,
T,2019-04-07 10:19:31,51.86567332,6.03627527,3,59.000,,0.000,,8,24,,
T,2019-04-07 10:19:32,51.86567349,6.03627582,3,59.000,,0.000,,8,24,,
T,2019-04-07 10:19:33,51.86567358,6.03627558,3,59.000,,0.000,,8,24,,
T,2019-04-07 10:19:34,51.86567361,6.03627553,3,59.000,,0.000,,8,24,,
T,2019-04-07 10:19:35,51.86567359,6.03627589,3,59.000,,0.000,,8,24,,
T,2019-04-07 10:19:36,51.86567334,6.03627693,3,60.000,,0.000,,8,24,,
T,2019-04-07 10:19:37,51.86567377,6.03625870,4,59.000,,0.321,303,8,24,,
T,2019-04-07 10:19:38,51.86569176,6.03624891,4,55.000,,0.762,303,9,24,,
T,2019-04-07 10:19:39,51.86570330,6.03624315,4,54.000,,0.636,303,9,24,,
T,2019-04-07 10:19:40,51.86570292,6.03623939,3,54.000,,0.000,,9,24,,
T,2019-04-07 10:19:41,51.86570176,6.03623789,3,54.000,,0.000,,8,24,,
T,2019-04-07 10:19:42,51.86569992,6.03624611,3,55.000,,0.000,,9,24,,
T,2019-04-07 10:19:43,51.86569786,6.03625727,4,55.000,,0.000,,9,24,,
T,2019-04-07 10:19:44,51.86570096,6.03625240,3,54.000,,0.000,,9,24,,
T,2019-04-07 10:19:45,51.86570515,6.03624874,3,53.000,,0.000,,9,24,,
T,2019-04-07 10:19:46,51.86570555,6.03624666,3,53.000,,0.000,,9,24,,
T,2019-04-07 10:19:47,51.86570277,6.03625244,3,53.000,,0.519,303,8,24,,
T,2019-04-07 10:19:48,51.86569374,6.03625976,3,54.000,,0.000,,8,24,,
T,2019-04-07 10:19:49,51.86569279,6.03626360,3,54.000,,0.000,,9,24,,
T,2019-04-07 10:19:50,51.86568986,6.03626815,3,53.000,,0.000,,8,24,,
T,2019-04-07 10:19:51,51.86568818,6.03627630,3,53.000,,0.000,,8,24,,
T,2019-04-07 10:19:52,51.86568584,6.03628000,3,53.000,,0.000,,8,24,,
T,2019-04-07 10:19:53,51.86568229,6.03628089,3,53.000,,0.000,,8,24,,
T,2019-04-07 10:19:54,51.86567973,6.03628435,3,54.000,,0.000,,8,24,,
T,2019-04-07 10:19:55,51.86568196,6.03627798,3,53.000,,0.000,,8,24,,
T,2019-04-07 10:19:56,51.86568301,6.03627789,3,53.000,,0.000,,8,24,,
T,2019-04-07 10:19:57,51.86567833,6.03627937,3,53.000,,0.030,,8,24,,
T,2019-04-07 10:19:58,51.86568089,6.03628645,3,53.000,,0.660,85,8,24,,
T,2019-04-07 10:19:59,51.86568914,6.03629521,3,53.000,,1.141,51,8,24,,
T,2019-04-07 10:20:00,51.86570238,6.03629841,4,54.000,,0.850,18,8,24,,
T,2019-04-07 10:20:01,51.86569914,6.03629413,3,55.000,,0.000,,9,24,,
T,2019-04-07 10:20:02,51.86569887,6.03629348,3,56.000,,0.000,,8,24,,
T,2019-04-07 10:20:03,51.86570278,6.03629021,3,55.000,,0.000,,9,24,,
T,2019-04-07 10:20:04,51.86570552,6.03628821,3,54.000,,0.000,,9,24,,
T,2019-04-07 10:20:05,51.86570659,6.03628865,3,54.000,,0.000,,9,24,,
T,2019-04-07 10:20:06,51.86570893,6.03628699,3,53.000,,0.000,,9,24,,
T,2019-04-07 10:20:07,51.86570964,6.03628591,4,53.000,,0.000,,9,24,,
T,2019-04-07 10:20:08,51.86570925,6.03628747,4,53.000,,0.000,,9,24,,
T,2019-04-07 10:20:09,51.86570993,6.03628516,4,53.000,,0.000,,9,24,,
T,2019-04-07 10:20:10,51.86571066,6.03628611,3,53.000,,0.000,,9,24,,
T,2019-04-07 10:20:11,51.86572366,6.03629515,4,53.000,,1.277,3,9,24,,
T,2019-04-07 10:20:12,51.86573297,6.03630139,4,54.000,,0.910,352,9,24,,
T,2019-04-07 10:20:13,51.86571995,6.03629537,3,54.000,,0.000,,9,24,,
T,2019-04-07 10:20:14,51.86572176,6.03629615,4,54.000,,0.000,,9,24,,
T,2019-04-07 10:20:15,51.86572305,6.03630231,4,55.000,,0.000,,9,24,,
T,2019-04-07 10:20:16,51.86572360,6.03630744,4,55.000,,0.000,,9,23,,
T,2019-04-07 10:20:17,51.86572426,6.03630281,4,55.000,,0.000,,9,23,,
T,2019-04-07 10:20:18,51.86572932,6.03630328,9,56.000,,0.000,,9,22,,
T,2019-04-07 10:20:19,51.86573036,6.03630956,9,56.000,,0.000,,9,22,,
T,2019-04-07 10:20:20,51.86573264,6.03631432,10,57.000,,0.000,,9,23,,
T,2019-04-07 10:20:21,51.86573202,6.03631626,10,57.000,,0.000,,9,23,,
T,2019-04-07 10:20:22,51.86573232,6.03631665,10,57.000,,0.000,,9,23,,
T,2019-04-07 10:20:23,51.86575069,6.03630915,9,58.000,,0.960,354,9,23,,
T,2019-04-07 10:20:24,51.86576920,6.03631277,9,58.000,,1.651,357,9,23,,
T,2019-04-07 10:20:25,51.86578520,6.03630746,3,59.000,,1.587,354,9,23,,
T,2019-04-07 10:20:26,51.86579690,6.03631140,3,61.000,,1.470,336,9,23,,
T,2019-04-07 10:20:27,51.86581083,6.03632876,3,61.000,,1.296,22,9,23,,
T,2019-04-07 10:20:28,51.86582289,6.03637928,3,60.000,,2.207,51,9,22,,
T,2019-04-07 10:20:29,51.86583485,6.03642573,3,61.000,,2.263,74,9,22,,
T,2019-04-07 10:20:30,51.86584078,6.03648571,3,61.000,,3.210,86,9,23,,
T,2019-04-07 10:20:31,51.86583342,6.03653921,3,60.000,,3.441,91,9,22,,
T,2019-04-07 10:20:32,51.86583009,6.03659415,3,60.000,,3.741,92,9,22,,
T,2019-04-07 10:20:33,51.86582920,6.03665350,3,61.000,,3.925,96,9,22,,
T,2019-04-07 10:20:34,51.86582066,6.03671365,3,61.000,,3.887,100,9,24,,
T,2019-04-07 10:20:35,51.86581009,6.03677244,3,61.000,,4.070,102,9,24,,
T,2019-04-07 10:20:36,51.86581709,6.03682732,3,60.000,,3.680,83,9,23,,
T,2019-04-07 10:20:37,51.86583879,6.03686878,3,60.000,,3.570,59,9,24,,
T,2019-04-07 10:20:38,51.86587548,6.03688120,3,60.000,,3.343,24,9,24,,
T,2019-04-07 10:20:39,51.86590788,6.03682350,3,57.000,,3.749,326,9,24,,
T,2019-04-07 10:20:40,51.86591431,6.03678562,3,58.000,,2.368,326,9,24,,
T,2019-04-07 10:20:41,51.86592735,6.03672397,3,58.000,,3.491,284,9,24,,
T,2019-04-07 10:20:42,51.86593165,6.03668330,3,59.000,,2.703,282,9,24,,
T,2019-04-07 10:20:43,51.86595750,6.03664222,3,58.000,,3.451,312,9,24,,
T,2019-04-07 10:20:44,51.86599077,6.03663492,3,58.000,,3.502,342,9,23,,
T,2019-04-07 10:20:45,51.86603096,6.03665090,3,57.000,,3.885,5,9,23,,
T,2019-04-07 10:20:46,51.86606698,6.03664780,3,56.000,,3.683,3,9,23,,
T,2019-04-07 10:20:47,51.86609736,6.03665971,3,57.000,,3.670,6,9,23,,
T,2019-04-07 10:20:48,51.86613004,6.03664723,3,57.000,,3.220,344,9,25,,
T,2019-04-07 10:20:49,51.86614107,6.03660722,3,57.000,,2.660,311,9,25,,
T,2019-04-07 10:20:50,51.86615143,6.03656332,3,57.000,,2.936,290,9,25,,
T,2019-04-07 10:20:51,51.86615617,6.03650251,3,56.000,,3.917,281,9,25,,
T,2019-04-07 10:20:52,51.86616352,6.03644942,3,56.000,,3.390,278,9,25,,
T,2019-04-07 10:20:53,51.86617229,6.03639068,3,55.000,,3.752,285,9,25,,
T,2019-04-07 10:20:54,51.86617810,6.03633333,3,55.000,,3.878,282,9,25,,
T,2019-04-07 10:20:55,51.86618702,6.03626666,3,55.000,,4.262,280,9,25,,
T,2019-04-07 10:20:56,51.86619259,6.03619709,3,55.000,,4.330,277,8,24,,
T,2019-04-07 10:20:57,51.86620398,6.03612889,3,54.000,,4.220,280,8,24,,
T,2019-04-07 10:20:58,51.86620549,6.03605991,3,54.000,,4.290,280,9,25,,
T,2019-04-07 10:20:59,51.86620951,6.03599264,3,54.000,,4.320,282,9,25,,
T,2019-04-07 10:21:00,51.86621795,6.03592693,3,53.000,,4.275,279,9,25,,
T,2019-04-07 10:21:01,51.86622588,6.03587503,3,54.000,,3.841,281,9,25,,
T,2019-04-07 10:21:02,51.86622373,6.03582270,3,54.000,,3.640,275,9,25,,
T,2019-04-07 10:21:03,51.86623138,6.03580299,4,55.000,,2.496,291,9,25,,
T,2019-04-07 10:21:04,51.86625153,6.03574263,3,56.000,,3.263,296,9,25,,
T,2019-04-07 10:21:05,51.86625486,6.03567067,3,55.000,,4.090,285,9,25,,
T,2019-04-07 10:21:06,51.86625999,6.03560202,3,56.000,,4.332,285,9,25,,
T,2019-04-07 10:21:07,51.86626803,6.03554133,3,56.000,,3.772,281,9,26,,
T,2019-04-07 10:21:08,51.86627308,6.03546885,3,55.000,,4.221,282,10,26,,
T,2019-04-07 10:21:09,51.86628249,6.03540162,3,55.000,,4.262,281,11,26,,
T,2019-04-07 10:21:10,51.86629104,6.03534034,3,54.000,,4.311,279,11,26,,
T,2019-04-07 10:21:11,51.86629144,6.03527859,3,54.000,,4.149,276,11,26,,
T,2019-04-07 10:21:12,51.86630385,6.03522522,3,54.000,,3.819,288,11,26,,
T,2019-04-07 10:21:13,51.86632582,6.03515353,3,53.000,,4.745,295,11,26,,
T,2019-04-07 10:21:14,51.86634736,6.03512505,3,54.000,,3.867,324,11,26,,
T,2019-04-07 10:21:15,51.86638894,6.03512384,3,54.000,,4.638,354,9,24,,
T,2019-04-07 10:21:16,51.86643054,6.03514118,3,54.000,,4.801,9,9,24,,
T,2019-04-07 10:21:17,51.86646637,6.03514488,3,54.000,,4.697,8,10,25,,
